Mês;Linha;Fabricante;Quantidade
01/09/2021;Semileves;Mercedes-Benz;260
01/10/2021;Semileves;Mercedes-Benz;208
01/11/2021;Semileves;Mercedes-Benz;191
01/12/2021;Semileves;Mercedes-Benz;201
01/01/2021;Semileves;Peugeot Citroën;40
01/02/2021;Semileves;Peugeot Citroën;10
01/03/2021;Semileves;Peugeot Citroën;12
01/04/2021;Semileves;Peugeot Citroën;13
01/05/2021;Semileves;Peugeot Citroën;18
01/06/2021;Semileves;Peugeot Citroën;11
01/07/2021;Semileves;Peugeot Citroën;20
01/08/2021;Semileves;Peugeot Citroën;17
01/09/2021;Semileves;Peugeot Citroën;8
01/10/2021;Semileves;Peugeot Citroën;14
01/11/2021;Semileves;Peugeot Citroën;1
01/12/2021;Semileves;Peugeot Citroën;10
01/01/2021;Semileves;Outras empresas;2
01/02/2021;Semileves;Outras empresas;0
01/03/2021;Semileves;Outras empresas;1
01/04/2021;Semileves;Outras empresas;2
01/05/2021;Semileves;Outras empresas;3
01/06/2021;Semileves;Outras empresas;2
01/07/2021;Semileves;Outras empresas;2
01/08/2021;Semileves;Outras empresas;3
01/09/2021;Semileves;Outras empresas;4
01/10/2021;Semileves;Outras empresas;3
01/11/2021;Semileves;Outras empresas;3
01/12/2021;Semileves;Outras empresas;1
01/01/2021;Leves;Agrale;2
01/02/2021;Leves;Agrale;0
01/03/2021;Leves;Agrale;1
01/04/2021;Leves;Agrale;3
01/05/2021;Leves;Agrale;4
01/06/2021;Leves;Agrale;1
01/07/2021;Leves;Agrale;1
01/08/2021;Leves;Agrale;2
01/09/2021;Leves;Agrale;4
01/10/2021;Leves;Agrale;2
01/11/2021;Leves;Agrale;6
01/12/2021;Leves;Agrale;4
01/01/2021;Leves;Caoa - Hyundai;14
01/02/2021;Leves;Caoa - Hyundai;17
01/03/2021;Leves;Caoa - Hyundai;38
01/04/2021;Leves;Caoa - Hyundai;35
01/05/2021;Leves;Caoa - Hyundai;40
01/06/2021;Leves;Caoa - Hyundai;48
01/07/2021;Leves;Caoa - Hyundai;59
01/08/2021;Leves;Caoa - Hyundai;55
01/09/2021;Leves;Caoa - Hyundai;41
01/10/2021;Leves;Caoa - Hyundai;29
01/11/2021;Leves;Caoa - Hyundai;51
01/12/2021;Leves;Caoa - Hyundai;62
01/01/2021;Leves;Ford;1
01/02/2021;Leves;Ford;4
01/03/2021;Leves;Ford;2
01/04/2021;Leves;Ford;4
01/05/2021;Leves;Ford;12
01/06/2021;Leves;Ford;4
01/07/2021;Leves;Ford;5
01/08/2021;Leves;Ford;4
01/09/2021;Leves;Ford;5
01/10/2021;Leves;Ford;5
01/11/2021;Leves;Ford;3
01/12/2021;Leves;Ford;4
01/01/2021;Leves;Iveco;81
01/02/2021;Leves;Iveco;61
01/03/2021;Leves;Iveco;62
01/04/2021;Leves;Iveco;79
01/05/2021;Leves;Iveco;95
01/06/2021;Leves;Iveco;88
01/07/2021;Leves;Iveco;101
01/08/2021;Leves;Iveco;101
01/09/2021;Leves;Iveco;139
01/10/2021;Leves;Iveco;110
01/11/2021;Leves;Iveco;97
01/12/2021;Leves;Iveco;152
01/01/2021;Leves;MAN;155
01/02/2021;Leves;MAN;238
01/03/2021;Leves;MAN;316
01/04/2021;Leves;MAN;329
01/05/2021;Leves;MAN;413
01/06/2021;Leves;MAN;339
01/07/2021;Leves;MAN;383
01/08/2021;Leves;MAN;431
01/09/2021;Leves;MAN;382
01/10/2021;Leves;MAN;303
01/11/2021;Leves;MAN;327
01/12/2021;Leves;MAN;336
01/01/2021;Leves;Mercedes-Benz;464
01/02/2021;Leves;Mercedes-Benz;482
01/03/2021;Leves;Mercedes-Benz;551
01/04/2021;Leves;Mercedes-Benz;517
01/05/2021;Leves;Mercedes-Benz;463
01/06/2021;Leves;Mercedes-Benz;509
01/07/2021;Leves;Mercedes-Benz;550
01/08/2021;Leves;Mercedes-Benz;620
01/09/2021;Leves;Mercedes-Benz;569
01/10/2021;Leves;Mercedes-Benz;587
01/11/2021;Leves;Mercedes-Benz;643
01/12/2021;Leves;Mercedes-Benz;613
01/01/2021;Leves;Outras empresas;1
01/02/2021;Leves;Outras empresas;7
01/03/2021;Leves;Outras empresas;20
01/04/2021;Leves;Outras empresas;4
01/05/2021;Leves;Outras empresas;7
01/06/2021;Leves;Outras empresas;5
01/07/2021;Leves;Outras empresas;18
01/08/2021;Leves;Outras empresas;35
01/09/2021;Leves;Outras empresas;46
01/10/2021;Leves;Outras empresas;38
01/11/2021;Leves;Outras empresas;81
01/12/2021;Leves;Outras empresas;57
01/01/2021;Médios;Agrale;0
01/02/2021;Médios;Agrale;3
01/03/2021;Médios;Agrale;0
01/04/2021;Médios;Agrale;0
01/05/2021;Médios;Agrale;0
01/06/2021;Médios;Agrale;0
01/07/2021;Médios;Agrale;0
01/08/2021;Médios;Agrale;0
01/09/2021;Médios;Agrale;0
01/10/2021;Médios;Agrale;0
01/11/2021;Médios;Agrale;5
01/12/2021;Médios;Agrale;3
01/01/2021;Médios;Ford;1
01/02/2021;Médios;Ford;4
01/03/2021;Médios;Ford;3
01/04/2021;Médios;Ford;1
01/05/2021;Médios;Ford;0
01/06/2021;Médios;Ford;3
01/07/2021;Médios;Ford;2
01/08/2021;Médios;Ford;3
01/09/2021;Médios;Ford;2
01/10/2021;Médios;Ford;1
01/11/2021;Médios;Ford;4
01/12/2021;Médios;Ford;1
01/01/2021;Médios;Iveco;71
01/02/2021;Médios;Iveco;58
01/03/2021;Médios;Iveco;68
01/04/2021;Médios;Iveco;65
01/05/2021;Médios;Iveco;55
01/06/2021;Médios;Iveco;85
01/07/2021;Médios;Iveco;86
01/08/2021;Médios;Iveco;89
01/09/2021;Médios;Iveco;77
01/10/2021;Médios;Iveco;86
01/11/2021;Médios;Iveco;102
01/12/2021;Médios;Iveco;99
01/01/2021;Médios;MAN;487
01/02/2021;Médios;MAN;431
01/03/2021;Médios;MAN;715
01/04/2021;Médios;MAN;631
01/05/2021;Médios;MAN;694
01/06/2021;Médios;MAN;691
01/07/2021;Médios;MAN;875
01/08/2021;Médios;MAN;882
01/09/2021;Médios;MAN;774
01/10/2021;Médios;MAN;746
01/11/2021;Médios;MAN;745
01/12/2021;Médios;MAN;705
01/01/2021;Médios;Mercedes-Benz;132
01/02/2021;Médios;Mercedes-Benz;125
01/03/2021;Médios;Mercedes-Benz;146
01/04/2021;Médios;Mercedes-Benz;119
01/05/2021;Médios;Mercedes-Benz;115
01/06/2021;Médios;Mercedes-Benz;119
01/07/2021;Médios;Mercedes-Benz;180
01/08/2021;Médios;Mercedes-Benz;149
01/09/2021;Médios;Mercedes-Benz;179
01/10/2021;Médios;Mercedes-Benz;142
01/11/2021;Médios;Mercedes-Benz;203
01/12/2021;Médios;Mercedes-Benz;191
01/01/2021;Médios;Outras empresas;0
01/02/2021;Médios;Outras empresas;1
01/03/2021;Médios;Outras empresas;1
01/04/2021;Médios;Outras empresas;0
01/05/2021;Médios;Outras empresas;1
01/06/2021;Médios;Outras empresas;0
01/07/2021;Médios;Outras empresas;0
01/08/2021;Médios;Outras empresas;6
01/09/2021;Médios;Outras empresas;6
01/10/2021;Médios;Outras empresas;7
01/11/2021;Médios;Outras empresas;8
01/12/2021;Médios;Outras empresas;2
01/01/2021;Semipesados;Agrale;0
01/02/2021;Semipesados;Agrale;1
01/03/2021;Semipesados;Agrale;0
01/04/2021;Semipesados;Agrale;0
01/05/2021;Semipesados;Agrale;0
01/06/2021;Semipesados;Agrale;2
01/07/2021;Semipesados;Agrale;0
01/08/2021;Semipesados;Agrale;0
01/09/2021;Semipesados;Agrale;0
01/10/2021;Semipesados;Agrale;0
01/11/2021;Semipesados;Agrale;1
01/12/2021;Semipesados;Agrale;2
01/01/2021;Semipesados;DAF;0
01/02/2021;Semipesados;DAF;0
01/03/2021;Semipesados;DAF;0
01/04/2021;Semipesados;DAF;0
01/05/2021;Semipesados;DAF;0
01/06/2021;Semipesados;DAF;0
01/07/2021;Semipesados;DAF;0
01/08/2021;Semipesados;DAF;2
01/09/2021;Semipesados;DAF;4
01/10/2021;Semipesados;DAF;3
01/11/2021;Semipesados;DAF;5
01/12/2021;Semipesados;DAF;2
01/01/2021;Semipesados;Ford;0
01/02/2021;Semipesados;Ford;0
01/03/2021;Semipesados;Ford;6
01/04/2021;Semipesados;Ford;8
01/05/2021;Semipesados;Ford;6
01/06/2021;Semipesados;Ford;3
01/07/2021;Semipesados;Ford;3
01/08/2021;Semipesados;Ford;2
01/09/2021;Semipesados;Ford;3
01/10/2021;Semipesados;Ford;5
01/11/2021;Semipesados;Ford;3
01/12/2021;Semipesados;Ford;2
01/01/2021;Semipesados;Iveco;172
01/02/2021;Semipesados;Iveco;120
01/03/2021;Semipesados;Iveco;187
01/04/2021;Semipesados;Iveco;165
01/05/2021;Semipesados;Iveco;205
01/06/2021;Semipesados;Iveco;230
01/07/2021;Semipesados;Iveco;275
01/08/2021;Semipesados;Iveco;249
01/09/2021;Semipesados;Iveco;248
01/10/2021;Semipesados;Iveco;274
01/11/2021;Semipesados;Iveco;288
01/12/2021;Semipesados;Iveco;295
01/01/2021;Semipesados;MAN;896
01/02/2021;Semipesados;MAN;1108
01/03/2021;Semipesados;MAN;1301
01/04/2021;Semipesados;MAN;1269
01/05/2021;Semipesados;MAN;1503
01/06/2021;Semipesados;MAN;1408
01/07/2021;Semipesados;MAN;1684
01/08/2021;Semipesados;MAN;1692
01/09/2021;Semipesados;MAN;1578
01/10/2021;Semipesados;MAN;1483
01/11/2021;Semipesados;MAN;1344
01/12/2021;Semipesados;MAN;1475
01/01/2021;Semipesados;Mercedes-Benz;802
01/02/2021;Semipesados;Mercedes-Benz;696
01/03/2021;Semipesados;Mercedes-Benz;778
01/04/2021;Semipesados;Mercedes-Benz;650
01/05/2021;Semipesados;Mercedes-Benz;632
01/06/2021;Semipesados;Mercedes-Benz;745
01/07/2021;Semipesados;Mercedes-Benz;764
01/08/2021;Semipesados;Mercedes-Benz;735
01/09/2021;Semipesados;Mercedes-Benz;808
01/10/2021;Semipesados;Mercedes-Benz;729
01/11/2021;Semipesados;Mercedes-Benz;744
01/12/2021;Semipesados;Mercedes-Benz;739
01/01/2021;Semipesados;SCANIA;0
01/02/2021;Semipesados;SCANIA;0
01/03/2021;Semipesados;SCANIA;1
01/04/2021;Semipesados;SCANIA;0
01/05/2021;Semipesados;SCANIA;0
01/06/2021;Semipesados;SCANIA;0
01/07/2021;Semipesados;SCANIA;0
01/08/2021;Semipesados;SCANIA;0
01/09/2021;Semipesados;SCANIA;0
01/10/2021;Semipesados;SCANIA;0
01/11/2021;Semipesados;SCANIA;0
01/12/2021;Semipesados;SCANIA;0
01/01/2021;Semipesados;VOLVO;151
01/02/2021;Semipesados;VOLVO;147
01/03/2021;Semipesados;VOLVO;210
01/04/2021;Semipesados;VOLVO;275
01/05/2021;Semipesados;VOLVO;338
01/06/2021;Semipesados;VOLVO;372
01/07/2021;Semipesados;VOLVO;301
01/08/2021;Semipesados;VOLVO;394
01/09/2021;Semipesados;VOLVO;389
01/10/2021;Semipesados;VOLVO;398
01/11/2021;Semipesados;VOLVO;399
01/12/2021;Semipesados;VOLVO;469
01/01/2021;Semipesados;Outras empresas;0
01/02/2021;Semipesados;Outras empresas;1
01/03/2021;Semipesados;Outras empresas;0
01/04/2021;Semipesados;Outras empresas;1
01/05/2021;Semipesados;Outras empresas;1
01/06/2021;Semipesados;Outras empresas;0
01/07/2021;Semipesados;Outras empresas;0
01/08/2021;Semipesados;Outras empresas;0
01/09/2021;Semipesados;Outras empresas;3
01/10/2021;Semipesados;Outras empresas;0
01/11/2021;Semipesados;Outras empresas;2
01/12/2021;Semipesados;Outras empresas;1
01/01/2021;Pesados;DAF;311
01/02/2021;Pesados;DAF;329
01/03/2021;Pesados;DAF;481
01/04/2021;Pesados;DAF;511
01/05/2021;Pesados;DAF;567
01/06/2021;Pesados;DAF;382
01/07/2021;Pesados;DAF;449
01/08/2021;Pesados;DAF;560
01/09/2021;Pesados;DAF;447
01/10/2021;Pesados;DAF;494
01/11/2021;Pesados;DAF;501
01/12/2021;Pesados;DAF;552
01/01/2021;Pesados;Ford;0
01/02/2021;Pesados;Ford;0
01/03/2021;Pesados;Ford;0
01/04/2021;Pesados;Ford;1
01/05/2021;Pesados;Ford;1
01/06/2021;Pesados;Ford;3
01/07/2021;Pesados;Ford;0
01/08/2021;Pesados;Ford;1
01/09/2021;Pesados;Ford;0
01/10/2021;Pesados;Ford;0
01/11/2021;Pesados;Ford;0
01/12/2021;Pesados;Ford;0
01/01/2021;Pesados;Iveco;184
01/02/2021;Pesados;Iveco;88
01/03/2021;Pesados;Iveco;181
01/04/2021;Pesados;Iveco;277
01/05/2021;Pesados;Iveco;249
01/06/2021;Pesados;Iveco;316
01/07/2021;Pesados;Iveco;327
01/08/2021;Pesados;Iveco;321
01/09/2021;Pesados;Iveco;276
01/10/2021;Pesados;Iveco;257
01/11/2021;Pesados;Iveco;292
01/12/2021;Pesados;Iveco;352
01/01/2021;Pesados;MAN;377
01/02/2021;Pesados;MAN;408
01/03/2021;Pesados;MAN;740
01/04/2021;Pesados;MAN;535
01/05/2021;Pesados;MAN;681
01/06/2021;Pesados;MAN;726
01/07/2021;Pesados;MAN;538
01/08/2021;Pesados;MAN;694
01/09/2021;Pesados;MAN;810
01/10/2021;Pesados;MAN;661
01/11/2021;Pesados;MAN;833
01/12/2021;Pesados;MAN;923
01/01/2021;Pesados;Mercedes-Benz;1127
01/02/2021;Pesados;Mercedes-Benz;993
01/03/2021;Pesados;Mercedes-Benz;1210
01/04/2021;Pesados;Mercedes-Benz;1150
01/05/2021;Pesados;Mercedes-Benz;1492
01/06/2021;Pesados;Mercedes-Benz;1626
01/07/2021;Pesados;Mercedes-Benz;1622
01/08/2021;Pesados;Mercedes-Benz;1833
01/09/2021;Pesados;Mercedes-Benz;1304
01/10/2021;Pesados;Mercedes-Benz;1363
01/11/2021;Pesados;Mercedes-Benz;1035
01/12/2021;Pesados;Mercedes-Benz;1144
01/01/2021;Pesados;SCANIA;610
01/02/2021;Pesados;SCANIA;788
01/03/2021;Pesados;SCANIA;1714
01/04/2021;Pesados;SCANIA;1529
01/05/2021;Pesados;SCANIA;1733
01/06/2021;Pesados;SCANIA;1419
01/07/2021;Pesados;SCANIA;1180
01/08/2021;Pesados;SCANIA;1423
01/09/2021;Pesados;SCANIA;1374
01/10/2021;Pesados;SCANIA;1140
01/11/2021;Pesados;SCANIA;1024
01/12/2021;Pesados;SCANIA;1676
01/01/2021;Pesados;VOLVO;865
01/02/2021;Pesados;VOLVO;1237
01/03/2021;Pesados;VOLVO;1513
01/04/2021;Pesados;VOLVO;1162
01/05/2021;Pesados;VOLVO;1590
01/06/2021;Pesados;VOLVO;1550
01/07/2021;Pesados;VOLVO;1645
01/08/2021;Pesados;VOLVO;1876
01/09/2021;Pesados;VOLVO;1629
01/10/2021;Pesados;VOLVO;1826
01/11/2021;Pesados;VOLVO;1423
01/12/2021;Pesados;VOLVO;1664
01/01/2021;Pesados;Outras empresas;0
01/02/2021;Pesados;Outras empresas;1
01/03/2021;Pesados;Outras empresas;0
01/04/2021;Pesados;Outras empresas;0
01/05/2021;Pesados;Outras empresas;0
01/06/2021;Pesados;Outras empresas;0
01/07/2021;Pesados;Outras empresas;3
01/08/2021;Pesados;Outras empresas;0
01/09/2021;Pesados;Outras empresas;12
01/10/2021;Pesados;Outras empresas;1
01/11/2021;Pesados;Outras empresas;2
01/12/2021;Pesados;Outras empresas;0
01/01/2022;Semileves;Agrale;0
01/02/2022;Semileves;Agrale;0
01/03/2022;Semileves;Agrale;0
01/04/2022;Semileves;Agrale;0
01/05/2022;Semileves;Agrale;3
01/06/2022;Semileves;Agrale;0
01/07/2022;Semileves;Agrale;1
01/08/2022;Semileves;Agrale;2
01/09/2022;Semileves;Agrale;0
01/10/2022;Semileves;Agrale;0
01/11/2022;Semileves;Agrale;0
01/12/2022;Semileves;Agrale;0
01/01/2022;Semileves;FCA (Fiat/Dodge);253
01/02/2022;Semileves;FCA (Fiat/Dodge);48
01/03/2022;Semileves;FCA (Fiat/Dodge);59
01/04/2022;Semileves;FCA (Fiat/Dodge);86
01/05/2022;Semileves;FCA (Fiat/Dodge);193
01/06/2022;Semileves;FCA (Fiat/Dodge);204
01/07/2022;Semileves;FCA (Fiat/Dodge);337
01/08/2022;Semileves;FCA (Fiat/Dodge);333
01/09/2022;Semileves;FCA (Fiat/Dodge);529
01/10/2022;Semileves;FCA (Fiat/Dodge);291
01/11/2022;Semileves;FCA (Fiat/Dodge);337
01/12/2022;Semileves;FCA (Fiat/Dodge);592
01/01/2022;Semileves;Ford;3
01/02/2022;Semileves;Ford;1
01/03/2022;Semileves;Ford;0
01/04/2022;Semileves;Ford;1
01/05/2022;Semileves;Ford;0
01/06/2022;Semileves;Ford;0
01/07/2022;Semileves;Ford;1
01/08/2022;Semileves;Ford;3
01/09/2022;Semileves;Ford;1
01/10/2022;Semileves;Ford;2
01/11/2022;Semileves;Ford;0
01/12/2022;Semileves;Ford;5
01/01/2022;Semileves;Iveco;78
01/02/2022;Semileves;Iveco;51
01/03/2022;Semileves;Iveco;94
01/04/2022;Semileves;Iveco;73
01/05/2022;Semileves;Iveco;105
01/06/2022;Semileves;Iveco;142
01/07/2022;Semileves;Iveco;97
01/08/2022;Semileves;Iveco;95
01/09/2022;Semileves;Iveco;109
01/10/2022;Semileves;Iveco;109
01/11/2022;Semileves;Iveco;71
01/12/2022;Semileves;Iveco;59
01/01/2022;Semileves;MAN;24
01/02/2022;Semileves;MAN;32
01/03/2022;Semileves;MAN;25
01/04/2022;Semileves;MAN;26
01/05/2022;Semileves;MAN;52
01/06/2022;Semileves;MAN;90
01/07/2022;Semileves;MAN;78
01/08/2022;Semileves;MAN;89
01/09/2022;Semileves;MAN;39
01/10/2022;Semileves;MAN;94
01/11/2022;Semileves;MAN;30
01/12/2022;Semileves;MAN;47
01/01/2022;Semileves;Mercedes-Benz;151
01/02/2022;Semileves;Mercedes-Benz;151
01/03/2022;Semileves;Mercedes-Benz;239
01/04/2022;Semileves;Mercedes-Benz;227
01/05/2022;Semileves;Mercedes-Benz;254
01/06/2022;Semileves;Mercedes-Benz;242
01/07/2022;Semileves;Mercedes-Benz;201
01/08/2022;Semileves;Mercedes-Benz;232
01/09/2022;Semileves;Mercedes-Benz;186
01/10/2022;Semileves;Mercedes-Benz;189
01/11/2022;Semileves;Mercedes-Benz;171
01/12/2022;Semileves;Mercedes-Benz;188
01/01/2022;Semileves;Peugeot Citroën;4
01/02/2022;Semileves;Peugeot Citroën;3
01/03/2022;Semileves;Peugeot Citroën;0
01/04/2022;Semileves;Peugeot Citroën;5
01/05/2022;Semileves;Peugeot Citroën;9
01/06/2022;Semileves;Peugeot Citroën;8
01/07/2022;Semileves;Peugeot Citroën;14
01/08/2022;Semileves;Peugeot Citroën;4
01/09/2022;Semileves;Peugeot Citroën;4
01/10/2022;Semileves;Peugeot Citroën;0
01/11/2022;Semileves;Peugeot Citroën;2
01/12/2022;Semileves;Peugeot Citroën;2
01/01/2022;Semileves;Outras empresas;2
01/02/2022;Semileves;Outras empresas;1
01/03/2022;Semileves;Outras empresas;6
01/04/2022;Semileves;Outras empresas;7
01/05/2022;Semileves;Outras empresas;11
01/06/2022;Semileves;Outras empresas;8
01/07/2022;Semileves;Outras empresas;6
01/08/2022;Semileves;Outras empresas;7
01/09/2022;Semileves;Outras empresas;9
01/10/2022;Semileves;Outras empresas;4
01/11/2022;Semileves;Outras empresas;9
01/12/2022;Semileves;Outras empresas;3
01/01/2022;Leves;Agrale;3
01/02/2022;Leves;Agrale;5
01/03/2022;Leves;Agrale;5
01/04/2022;Leves;Agrale;2
01/05/2022;Leves;Agrale;5
01/06/2022;Leves;Agrale;9
01/07/2022;Leves;Agrale;5
01/08/2022;Leves;Agrale;6
01/09/2022;Leves;Agrale;3
01/10/2022;Leves;Agrale;1
01/11/2022;Leves;Agrale;3
01/12/2022;Leves;Agrale;4
01/01/2022;Leves;Caoa - Hyundai;25
01/02/2022;Leves;Caoa - Hyundai;15
01/03/2022;Leves;Caoa - Hyundai;14
01/04/2022;Leves;Caoa - Hyundai;34
01/05/2022;Leves;Caoa - Hyundai;31
01/06/2022;Leves;Caoa - Hyundai;21
01/07/2022;Leves;Caoa - Hyundai;14
01/08/2022;Leves;Caoa - Hyundai;16
01/09/2022;Leves;Caoa - Hyundai;17
01/10/2022;Leves;Caoa - Hyundai;21
01/11/2022;Leves;Caoa - Hyundai;21
01/12/2022;Leves;Caoa - Hyundai;16
01/01/2022;Leves;Ford;4
01/02/2022;Leves;Ford;1
01/03/2022;Leves;Ford;2
01/04/2022;Leves;Ford;1
01/05/2022;Leves;Ford;0
01/06/2022;Leves;Ford;2
01/07/2022;Leves;Ford;4
01/08/2022;Leves;Ford;2
01/09/2022;Leves;Ford;0
01/10/2022;Leves;Ford;4
01/11/2022;Leves;Ford;1
01/12/2022;Leves;Ford;0
01/01/2022;Leves;Iveco;83
01/02/2022;Leves;Iveco;96
01/03/2022;Leves;Iveco;115
01/04/2022;Leves;Iveco;107
01/05/2022;Leves;Iveco;129
01/06/2022;Leves;Iveco;97
01/07/2022;Leves;Iveco;133
01/08/2022;Leves;Iveco;102
01/09/2022;Leves;Iveco;104
01/10/2022;Leves;Iveco;53
01/11/2022;Leves;Iveco;72
01/12/2022;Leves;Iveco;72
01/01/2022;Leves;MAN;245
01/02/2022;Leves;MAN;193
01/03/2022;Leves;MAN;291
01/04/2022;Leves;MAN;223
01/05/2022;Leves;MAN;321
01/06/2022;Leves;MAN;271
01/07/2022;Leves;MAN;303
01/08/2022;Leves;MAN;412
01/09/2022;Leves;MAN;370
01/10/2022;Leves;MAN;192
01/11/2022;Leves;MAN;208
01/12/2022;Leves;MAN;206
01/01/2022;Leves;Mercedes-Benz;467
01/02/2022;Leves;Mercedes-Benz;484
01/03/2022;Leves;Mercedes-Benz;492
01/04/2022;Leves;Mercedes-Benz;408
01/05/2022;Leves;Mercedes-Benz;440
01/06/2022;Leves;Mercedes-Benz;530
01/07/2022;Leves;Mercedes-Benz;506
01/08/2022;Leves;Mercedes-Benz;467
01/09/2022;Leves;Mercedes-Benz;461
01/10/2022;Leves;Mercedes-Benz;399
01/11/2022;Leves;Mercedes-Benz;410
01/12/2022;Leves;Mercedes-Benz;486
01/01/2022;Leves;Outras empresas;42
01/02/2022;Leves;Outras empresas;154
01/03/2022;Leves;Outras empresas;33
01/04/2022;Leves;Outras empresas;29
01/05/2022;Leves;Outras empresas;12
01/06/2022;Leves;Outras empresas;10
01/07/2022;Leves;Outras empresas;44
01/08/2022;Leves;Outras empresas;6
01/09/2022;Leves;Outras empresas;25
01/10/2022;Leves;Outras empresas;83
01/11/2022;Leves;Outras empresas;54
01/12/2022;Leves;Outras empresas;54
01/01/2022;Médios;Agrale;2
01/02/2022;Médios;Agrale;0
01/03/2022;Médios;Agrale;2
01/04/2022;Médios;Agrale;0
01/05/2022;Médios;Agrale;1
01/06/2022;Médios;Agrale;4
01/07/2022;Médios;Agrale;0
01/08/2022;Médios;Agrale;1
01/09/2022;Médios;Agrale;0
01/10/2022;Médios;Agrale;0
01/11/2022;Médios;Agrale;5
01/12/2022;Médios;Agrale;1
01/01/2022;Médios;Ford;0
01/02/2022;Médios;Ford;0
01/03/2022;Médios;Ford;2
01/04/2022;Médios;Ford;1
01/05/2022;Médios;Ford;1
01/06/2022;Médios;Ford;0
01/07/2022;Médios;Ford;2
01/08/2022;Médios;Ford;1
01/09/2022;Médios;Ford;0
01/10/2022;Médios;Ford;0
01/11/2022;Médios;Ford;1
01/12/2022;Médios;Ford;0
01/01/2022;Médios;Iveco;106
01/02/2022;Médios;Iveco;87
01/03/2022;Médios;Iveco;97
01/04/2022;Médios;Iveco;82
01/05/2022;Médios;Iveco;140
01/06/2022;Médios;Iveco;76
01/07/2022;Médios;Iveco;84
01/08/2022;Médios;Iveco;112
01/09/2022;Médios;Iveco;103
01/10/2022;Médios;Iveco;66
01/11/2022;Médios;Iveco;77
01/12/2022;Médios;Iveco;130
01/01/2022;Médios;MAN;521
01/02/2022;Médios;MAN;659
01/03/2022;Médios;MAN;770
01/04/2022;Médios;MAN;800
01/05/2022;Médios;MAN;601
01/06/2022;Médios;MAN;695
01/07/2022;Médios;MAN;631
01/08/2022;Médios;MAN;630
01/09/2022;Médios;MAN;581
01/10/2022;Médios;MAN;551
01/11/2022;Médios;MAN;590
01/12/2022;Médios;MAN;625
01/01/2022;Médios;Mercedes-Benz;107
01/02/2022;Médios;Mercedes-Benz;146
01/03/2022;Médios;Mercedes-Benz;186
01/04/2022;Médios;Mercedes-Benz;134
01/05/2022;Médios;Mercedes-Benz;115
01/06/2022;Médios;Mercedes-Benz;177
01/07/2022;Médios;Mercedes-Benz;115
01/08/2022;Médios;Mercedes-Benz;89
01/09/2022;Médios;Mercedes-Benz;90
01/10/2022;Médios;Mercedes-Benz;71
01/11/2022;Médios;Mercedes-Benz;103
01/12/2022;Médios;Mercedes-Benz;168
01/01/2022;Médios;Outras empresas;1
01/02/2022;Médios;Outras empresas;5
01/03/2022;Médios;Outras empresas;4
01/04/2022;Médios;Outras empresas;8
01/05/2022;Médios;Outras empresas;6
01/06/2022;Médios;Outras empresas;6
01/07/2022;Médios;Outras empresas;9
01/08/2022;Médios;Outras empresas;3
01/09/2022;Médios;Outras empresas;3
01/10/2022;Médios;Outras empresas;7
01/11/2022;Médios;Outras empresas;9
01/12/2022;Médios;Outras empresas;23
01/01/2022;Semipesados;Agrale;0
01/02/2022;Semipesados;Agrale;0
01/03/2022;Semipesados;Agrale;0
01/04/2022;Semipesados;Agrale;0
01/05/2022;Semipesados;Agrale;0
01/06/2022;Semipesados;Agrale;0
01/07/2022;Semipesados;Agrale;0
01/08/2022;Semipesados;Agrale;0
01/09/2022;Semipesados;Agrale;0
01/10/2022;Semipesados;Agrale;0
01/11/2022;Semipesados;Agrale;2
01/12/2022;Semipesados;Agrale;1
01/01/2022;Semipesados;DAF;1
01/02/2022;Semipesados;DAF;9
01/03/2022;Semipesados;DAF;10
01/04/2022;Semipesados;DAF;15
01/05/2022;Semipesados;DAF;20
01/06/2022;Semipesados;DAF;18
01/07/2022;Semipesados;DAF;35
01/08/2022;Semipesados;DAF;25
01/09/2022;Semipesados;DAF;15
01/10/2022;Semipesados;DAF;40
01/11/2022;Semipesados;DAF;45
01/12/2022;Semipesados;DAF;60
01/01/2022;Semipesados;Ford;1
01/02/2022;Semipesados;Ford;0
01/03/2022;Semipesados;Ford;1
01/04/2022;Semipesados;Ford;0
01/05/2022;Semipesados;Ford;1
01/06/2022;Semipesados;Ford;1
01/07/2022;Semipesados;Ford;1
01/08/2022;Semipesados;Ford;2
01/09/2022;Semipesados;Ford;2
01/10/2022;Semipesados;Ford;0
01/11/2022;Semipesados;Ford;3
01/12/2022;Semipesados;Ford;4
01/01/2022;Semipesados;Iveco;282
01/02/2022;Semipesados;Iveco;329
01/03/2022;Semipesados;Iveco;403
01/04/2022;Semipesados;Iveco;334
01/05/2022;Semipesados;Iveco;514
01/06/2022;Semipesados;Iveco;404
01/07/2022;Semipesados;Iveco;365
01/08/2022;Semipesados;Iveco;578
01/09/2022;Semipesados;Iveco;376
01/10/2022;Semipesados;Iveco;336
01/11/2022;Semipesados;Iveco;307
01/12/2022;Semipesados;Iveco;411
01/01/2022;Semipesados;MAN;969
01/02/2022;Semipesados;MAN;995
01/03/2022;Semipesados;MAN;1384
01/04/2022;Semipesados;MAN;1140
01/05/2022;Semipesados;MAN;1367
01/06/2022;Semipesados;MAN;1180
01/07/2022;Semipesados;MAN;1362
01/08/2022;Semipesados;MAN;1534
01/09/2022;Semipesados;MAN;1190
